Train Indices,Test Indices
5404,10864.0
5405,10865.0
5406,10869.0
5407,10871.0
5409,10873.0
5410,10874.0
5411,10875.0
5412,10876.0
5413,10878.0
5415,10880.0
5416,10884.0
5417,10885.0
5419,10887.0
5421,10893.0
5422,10897.0
5423,10898.0
5424,10901.0
5427,10904.0
5428,10905.0
5429,10906.0
5430,10907.0
5431,10910.0
5432,10911.0
5433,10914.0
5434,10916.0
5435,10920.0
5437,10922.0
5440,10929.0
5441,10934.0
5442,10936.0
5443,10939.0
5444,10940.0
5445,10947.0
5447,10948.0
5448,10950.0
5449,10955.0
5450,10958.0
5451,10960.0
5453,10961.0
5454,10962.0
5456,10963.0
5458,10964.0
5459,10966.0
5460,10968.0
5461,10973.0
5462,10974.0
5465,10978.0
5469,10980.0
5470,10982.0
5472,10983.0
5473,10984.0
5474,10986.0
5476,10992.0
5477,10997.0
5479,10998.0
5482,11005.0
5483,11007.0
5486,11009.0
5487,11013.0
5488,11018.0
5490,11019.0
5491,11020.0
5492,11027.0
5494,11033.0
5496,11040.0
5497,11047.0
5500,11053.0
5501,11054.0
5504,11055.0
5505,11065.0
5508,11069.0
5509,11070.0
5511,11071.0
5512,11075.0
5513,11076.0
5514,11078.0
5515,11081.0
5516,11088.0
5517,11090.0
5518,11092.0
5519,11095.0
5521,11096.0
5522,11098.0
5523,11100.0
5524,11101.0
5525,11104.0
5526,11105.0
5528,11115.0
5529,11116.0
5530,11124.0
5533,11126.0
5535,11129.0
5536,11135.0
5538,11137.0
5540,11140.0
5543,11142.0
5544,11143.0
5545,11145.0
5547,11146.0
5548,11153.0
5550,11155.0
5551,11157.0
5552,11158.0
5557,11165.0
5558,11167.0
5561,11170.0
5563,11177.0
5565,11178.0
5566,11181.0
5567,11183.0
5569,11185.0
5570,11186.0
5572,11188.0
5573,11189.0
5574,11196.0
5576,11199.0
5577,11200.0
5578,11202.0
5579,11203.0
5580,11210.0
5581,11218.0
5583,11219.0
5585,11220.0
5588,11221.0
5589,11222.0
5590,11223.0
5592,11226.0
5593,11227.0
5597,11232.0
5598,11233.0
5599,11234.0
5600,11235.0
5601,11248.0
5602,11255.0
5604,11256.0
5605,11262.0
5607,11264.0
5608,11268.0
5609,11276.0
5610,11279.0
5612,11282.0
5613,11286.0
5615,11289.0
5618,11290.0
5619,11293.0
5621,11296.0
5622,11297.0
5623,11299.0
5624,11300.0
5626,11303.0
5629,11306.0
5633,11307.0
5634,11316.0
5635,11317.0
5636,11319.0
5637,11325.0
5638,11329.0
5639,11330.0
5641,11334.0
5642,11335.0
5644,11342.0
5647,11343.0
5649,11345.0
5650,11347.0
5652,11350.0
5653,11352.0
5654,11354.0
5657,11355.0
5658,11359.0
5659,11360.0
5662,11361.0
5663,11362.0
5664,11363.0
5665,11366.0
5666,11370.0
5668,11375.0
5669,11376.0
5674,11379.0
5676,11382.0
5678,11383.0
5680,11390.0
5682,11391.0
5683,11392.0
5685,11393.0
5686,11394.0
5687,11395.0
5688,11396.0
5689,11398.0
5690,11401.0
5691,11402.0
5692,11403.0
5693,11407.0
5694,11408.0
5695,11410.0
5696,11411.0
5698,11414.0
5700,11417.0
5701,11418.0
5702,11420.0
5704,11421.0
5706,11424.0
5709,11427.0
5710,11432.0
5711,11434.0
5713,11435.0
5716,11436.0
5717,11438.0
5718,11441.0
5722,11443.0
5723,11455.0
5725,11456.0
5727,11459.0
5730,11460.0
5731,11465.0
5732,11466.0
5736,11470.0
5741,11472.0
5743,11475.0
5745,11476.0
5746,11482.0
5749,11483.0
5750,11493.0
5751,11495.0
5752,11501.0
5755,11504.0
5757,11506.0
5758,11507.0
5760,11513.0
5761,11514.0
5762,11518.0
5765,11519.0
5766,11522.0
5768,11523.0
5769,11525.0
5770,11528.0
5771,11533.0
5776,11536.0
5783,11538.0
5784,11541.0
5785,11543.0
5788,11546.0
5789,11547.0
5790,11548.0
5791,11549.0
5792,11551.0
5793,11553.0
5794,11557.0
5796,11558.0
5797,11562.0
5798,11563.0
5802,11569.0
5804,11572.0
5805,11574.0
5806,11575.0
5807,11577.0
5810,11578.0
5811,11581.0
5812,11587.0
5814,11589.0
5815,11595.0
5816,11598.0
5817,11600.0
5820,11601.0
5823,11603.0
5824,11604.0
5825,11605.0
5826,11607.0
5827,11611.0
5828,11613.0
5829,11614.0
5830,11616.0
5832,11617.0
5834,11621.0
5835,11623.0
5838,11624.0
5839,11627.0
5841,11631.0
5842,11636.0
5843,11645.0
5844,11650.0
5846,11651.0
5847,11662.0
5849,11663.0
5850,11671.0
5851,11672.0
5854,11676.0
5855,11681.0
5856,11682.0
5860,11685.0
5861,11686.0
5862,11689.0
5863,11690.0
5865,11693.0
5867,11696.0
5868,11697.0
5869,11709.0
5871,11713.0
5874,11718.0
5875,11720.0
5879,11725.0
5880,11726.0
5881,11728.0
5882,11729.0
5884,11732.0
5885,11735.0
5886,11742.0
5887,11746.0
5890,11748.0
5891,11750.0
5892,11751.0
5893,11755.0
5894,11766.0
5896,11767.0
5897,11771.0
5900,11779.0
5901,11785.0
5902,11786.0
5903,11789.0
5904,11790.0
5906,11791.0
5907,11796.0
5908,11799.0
5910,11801.0
5911,11802.0
5912,11805.0
5913,11810.0
5914,11817.0
5915,11820.0
5916,11823.0
5918,11825.0
5921,11827.0
5922,11831.0
5924,11832.0
5926,11839.0
5927,11844.0
5928,11845.0
5931,11850.0
5932,11853.0
5933,11856.0
5935,11858.0
5937,11869.0
5938,11870.0
5940,11874.0
5942,11876.0
5943,11883.0
5944,11884.0
5945,11887.0
5946,11888.0
5947,11891.0
5948,11895.0
5950,11901.0
5952,11904.0
5953,11907.0
5955,11911.0
5958,11912.0
5959,11915.0
5960,11916.0
5961,11920.0
5962,11921.0
5963,11929.0
5964,11933.0
5967,11935.0
5968,11936.0
5969,11937.0
5971,11938.0
5972,11939.0
5973,11943.0
5975,11944.0
5976,11945.0
5978,11948.0
5981,11951.0
5982,11956.0
5983,11965.0
5985,11967.0
5986,11972.0
5987,11978.0
5992,11981.0
5993,11982.0
5995,11984.0
5996,11991.0
5998,11992.0
5999,11997.0
6000,12001.0
6001,12002.0
6003,12004.0
6005,12007.0
6006,12013.0
6009,12014.0
6011,12017.0
6014,12019.0
6016,12022.0
6017,12025.0
6019,12026.0
6021,12027.0
6025,12028.0
6026,12029.0
6027,12034.0
6028,12037.0
6029,12040.0
6031,12041.0
6032,12043.0
6033,12050.0
6034,12051.0
6035,12052.0
6037,12054.0
6038,12055.0
6039,12057.0
6040,12060.0
6042,12068.0
6043,12078.0
6044,12079.0
6045,12080.0
6046,12081.0
6047,12084.0
6048,12085.0
6049,12086.0
6050,12093.0
6051,12097.0
6052,12099.0
6053,12102.0
6056,12103.0
6057,12104.0
6059,12105.0
6060,12116.0
6062,12117.0
6063,12119.0
6064,12123.0
6065,12124.0
6067,12126.0
6068,12127.0
6071,12129.0
6072,12134.0
6076,12135.0
6077,12138.0
6078,12142.0
6079,12145.0
6081,12146.0
6082,12147.0
6083,12155.0
6084,12156.0
6085,12157.0
6086,12160.0
6087,12165.0
6088,12171.0
6089,12176.0
6090,12177.0
6091,12180.0
6092,12181.0
6093,12186.0
6094,12188.0
6096,12190.0
6098,12192.0
6100,12193.0
6101,12201.0
6102,12203.0
6103,12205.0
6104,12210.0
6105,12212.0
6106,12217.0
6109,12218.0
6110,12226.0
6111,12228.0
6112,12230.0
6114,12231.0
6116,12232.0
6117,12233.0
6118,12234.0
6119,12239.0
6121,12240.0
6122,12243.0
6124,12247.0
6125,12249.0
6127,12253.0
6128,12255.0
6129,12259.0
6130,12261.0
6131,12263.0
6132,12266.0
6134,12268.0
6137,12277.0
6139,12279.0
6140,12285.0
6141,12286.0
6142,12288.0
6144,12292.0
6145,12303.0
6146,12305.0
6147,12307.0
6150,12308.0
6151,12309.0
6153,12313.0
6156,12318.0
6157,12321.0
6159,12328.0
6160,12329.0
6162,12331.0
6163,12332.0
6164,12334.0
6165,12338.0
6166,12344.0
6171,12346.0
6172,12347.0
6173,12348.0
6174,12350.0
6176,12351.0
6178,12353.0
6179,12356.0
6180,12359.0
6181,12364.0
6182,12366.0
6184,12371.0
6185,12374.0
6186,12375.0
6187,12381.0
6188,12382.0
6189,12384.0
6190,12386.0
6191,12388.0
6193,12391.0
6194,12393.0
6197,12395.0
6199,12396.0
6201,12409.0
6202,12411.0
6203,12412.0
6204,12415.0
6207,12418.0
6209,12419.0
6210,12429.0
6211,12430.0
6213,12431.0
6214,12434.0
6217,12435.0
6227,12438.0
6228,12439.0
6229,12442.0
6231,12446.0
6233,12448.0
6235,12449.0
6236,12450.0
6238,12451.0
6239,12457.0
6240,12459.0
6241,12462.0
6242,12464.0
6243,12469.0
6244,12471.0
6246,12472.0
6248,12477.0
6250,12480.0
6251,12482.0
6252,12483.0
6253,12497.0
6254,12498.0
6255,12499.0
6256,12500.0
6257,12501.0
6258,12503.0
6260,12509.0
6261,12512.0
6262,12513.0
6263,12521.0
6266,12523.0
6268,12525.0
6271,12526.0
6276,12530.0
6277,12533.0
6278,12536.0
6280,12540.0
6281,12541.0
6282,12542.0
6283,12548.0
6284,12549.0
6286,12550.0
6287,12554.0
6289,12555.0
6290,12564.0
6291,12567.0
6292,12572.0
6293,12573.0
6295,12574.0
6296,12580.0
6297,12587.0
6298,12591.0
6299,12593.0
6300,12595.0
6301,12598.0
6302,12602.0
6307,12606.0
6309,12607.0
6311,12612.0
6314,12618.0
6316,12626.0
6317,12633.0
6319,12635.0
6320,12637.0
6321,12648.0
6322,12649.0
6326,12652.0
6327,12656.0
6328,12657.0
6329,12660.0
6330,12661.0
6332,12662.0
6333,12664.0
6334,12667.0
6336,12669.0
6337,12670.0
6340,12671.0
6343,12677.0
6344,12680.0
6345,12681.0
6346,12682.0
6347,12684.0
6348,12685.0
6349,12688.0
6350,12693.0
6351,12694.0
6354,12697.0
6355,12698.0
6357,12706.0
6358,12707.0
6359,12708.0
6361,12712.0
6362,12714.0
6364,12718.0
6365,12731.0
6366,12732.0
6367,12736.0
6368,12741.0
6370,12742.0
6371,12745.0
6372,12753.0
6374,12756.0
6375,12757.0
6378,12758.0
6382,12762.0
6383,12768.0
6384,12771.0
6385,12773.0
6386,12788.0
6387,12789.0
6388,12793.0
6389,12795.0
6390,12800.0
6392,12801.0
6393,12804.0
6394,12806.0
6395,12809.0
6396,12810.0
6397,12811.0
6398,12813.0
6399,12816.0
6400,12819.0
6401,12822.0
6403,12823.0
6405,12829.0
6408,12831.0
6410,12832.0
6411,12836.0
6413,12837.0
6414,12840.0
6416,12843.0
6419,12845.0
6420,12854.0
6421,12856.0
6423,12859.0
6424,12862.0
6426,12864.0
6427,12865.0
6429,12867.0
6433,12868.0
6437,12873.0
6438,12876.0
6439,12878.0
6440,12880.0
6441,12881.0
6442,12882.0
6444,12888.0
6445,12889.0
6448,12890.0
6451,12895.0
6455,12903.0
6456,12905.0
6459,12907.0
6460,12909.0
6461,12910.0
6462,12911.0
6463,12916.0
6465,12921.0
6466,12923.0
6467,12925.0
6468,12926.0
6469,12933.0
6470,12935.0
6472,12940.0
6473,12945.0
6476,12947.0
6477,12948.0
6478,12950.0
6480,12951.0
6481,12954.0
6482,12959.0
6483,12961.0
6484,12963.0
6485,12967.0
6486,12968.0
6487,12969.0
6489,12978.0
6490,12979.0
6491,12984.0
6493,12997.0
6494,12999.0
6495,13003.0
6498,13012.0
6499,13014.0
6501,13015.0
6502,13019.0
6503,13023.0
6504,13027.0
6505,13029.0
6506,13030.0
6507,13036.0
6508,13038.0
6511,13047.0
6512,13049.0
6515,13050.0
6517,13051.0
6518,13052.0
6519,13053.0
6520,13054.0
6521,13062.0
6522,13078.0
6523,13079.0
6524,13081.0
6525,13082.0
6528,13083.0
6529,13090.0
6530,13091.0
6533,13099.0
6537,13105.0
6538,13110.0
6539,13113.0
6540,13114.0
6541,13115.0
6542,13119.0
6543,13120.0
6544,13122.0
6545,13126.0
6547,13127.0
6549,13130.0
6550,13131.0
6551,13135.0
6552,13139.0
6553,13140.0
6554,13143.0
6555,13145.0
6557,13146.0
6558,13148.0
6559,13151.0
6561,13154.0
6563,13155.0
6564,13162.0
6565,13168.0
6567,13170.0
6568,13171.0
6569,13172.0
6570,13173.0
6571,13176.0
6573,13179.0
6574,13182.0
6575,13184.0
6576,13185.0
6578,13188.0
6581,13189.0
6584,13192.0
6585,13193.0
6587,13197.0
6589,13198.0
6590,13199.0
6591,13203.0
6594,13205.0
6595,13208.0
6596,13210.0
6598,13212.0
6599,13215.0
6600,13223.0
6601,13228.0
6603,13241.0
6604,13244.0
6606,13245.0
6607,13246.0
6608,13248.0
6609,13249.0
6610,13251.0
6612,13253.0
6613,13258.0
6614,13262.0
6615,13264.0
6616,13265.0
6617,13267.0
6618,13268.0
6619,13270.0
6620,13274.0
6621,13276.0
6623,13278.0
6624,13280.0
6628,13281.0
6629,13283.0
6630,13284.0
6632,13286.0
6633,13289.0
6635,13291.0
6636,13292.0
6637,13295.0
6639,13301.0
6641,13302.0
6642,13305.0
6644,13311.0
6645,13315.0
6646,13316.0
6647,13318.0
6648,13319.0
6649,13320.0
6651,13323.0
6653,13327.0
6654,13328.0
6656,13329.0
6657,13330.0
6659,13331.0
6660,13332.0
6661,13333.0
6662,13335.0
6664,13339.0
6665,13340.0
6666,13343.0
6667,13348.0
6668,13353.0
6669,13357.0
6670,13359.0
6671,13363.0
6672,13364.0
6674,13366.0
6676,13369.0
6677,13370.0
6678,13374.0
6679,13375.0
6680,13376.0
6681,13380.0
6682,13383.0
6683,13384.0
6685,13386.0
6686,13387.0
6687,13392.0
6688,13399.0
6690,13400.0
6691,13401.0
6693,13403.0
6696,13407.0
6697,13408.0
6698,13410.0
6700,13414.0
6701,13420.0
6702,13423.0
6703,13429.0
6704,13430.0
6706,13433.0
6708,13435.0
6709,13437.0
6711,13439.0
6712,13441.0
6713,13442.0
6714,13449.0
6715,13450.0
6717,13455.0
6719,13457.0
6720,13459.0
6721,13461.0
6722,13466.0
6724,13467.0
6725,13470.0
6726,13479.0
6728,13485.0
6729,13488.0
6731,13489.0
6732,13490.0
6733,13494.0
6737,13499.0
6738,13500.0
6739,13503.0
6741,13504.0
6742,13505.0
6743,13510.0
6745,13513.0
6746,13514.0
6747,13515.0
6748,13519.0
6749,13521.0
6753,13522.0
6754,13524.0
6755,13526.0
6757,13531.0
6759,13532.0
6760,13534.0
6761,13538.0
6763,13541.0
6768,13543.0
6769,13546.0
6770,13548.0
6774,13550.0
6778,13554.0
6779,13555.0
6781,13563.0
6782,13564.0
6783,13565.0
6784,13570.0
6785,13571.0
6790,13572.0
6792,13575.0
6793,13576.0
6794,13577.0
6796,13578.0
6799,13580.0
6800,13581.0
6804,13583.0
6806,13586.0
6808,13588.0
6809,13590.0
6810,13596.0
6811,13597.0
6812,13603.0
6813,13604.0
6815,13606.0
6817,13607.0
6819,13611.0
6821,13612.0
6823,13622.0
6825,13625.0
6826,13626.0
6828,13636.0
6830,13643.0
6832,13647.0
6833,13648.0
6835,13649.0
6837,13651.0
6838,13652.0
6840,13656.0
6841,13663.0
6842,13664.0
6843,13669.0
6847,13672.0
6848,13674.0
6849,13679.0
6850,13683.0
6853,13688.0
6854,13690.0
6855,13701.0
6857,13704.0
6859,13706.0
6860,13708.0
6861,13715.0
6862,13722.0
6864,13723.0
6867,13724.0
6869,13725.0
6872,13726.0
6873,13727.0
6875,13728.0
6876,13729.0
6877,13732.0
6878,13734.0
6879,13736.0
6880,13737.0
6881,13739.0
6884,13741.0
6887,13750.0
6889,13755.0
6890,13756.0
6892,13760.0
6893,13764.0
6894,13765.0
6895,13766.0
6897,13767.0
6900,13772.0
6901,13774.0
6902,13780.0
6908,13782.0
6909,13786.0
6910,13788.0
6912,13791.0
6913,13792.0
6915,13794.0
6916,13810.0
6917,13816.0
6918,13821.0
6919,13823.0
6920,13824.0
6921,13828.0
6924,13833.0
6925,13836.0
6926,13837.0
6927,13842.0
6928,13843.0
6929,13845.0
6930,13846.0
6931,13847.0
6932,13849.0
6934,13852.0
6935,13855.0
6936,13857.0
6940,13864.0
6941,13865.0
6942,13869.0
6943,13870.0
6944,13872.0
6948,13873.0
6949,13874.0
6951,13880.0
6957,13882.0
6958,13883.0
6960,13884.0
6964,13889.0
6965,13890.0
6966,13894.0
6967,13895.0
6968,13904.0
6969,13906.0
6970,13910.0
6972,13913.0
6974,13915.0
6975,13917.0
6976,13921.0
6977,13922.0
6978,13927.0
6980,13928.0
6982,13929.0
6983,13933.0
6985,13943.0
6986,13946.0
6987,13954.0
6988,13956.0
6990,13960.0
6991,13963.0
6992,13967.0
6993,13971.0
6994,13972.0
6996,13973.0
6997,13976.0
6998,13977.0
7001,13980.0
7002,13981.0
7004,13982.0
7007,13983.0
7008,13986.0
7009,13987.0
7013,13989.0
7016,13996.0
7018,13999.0
7019,14003.0
7020,14004.0
7021,14005.0
7023,14008.0
7024,14010.0
7025,14014.0
7026,14017.0
7027,14018.0
7028,14022.0
7029,14026.0
7030,14028.0
7031,14029.0
7032,14030.0
7033,14036.0
7034,14039.0
7036,14040.0
7037,14044.0
7038,14046.0
7039,14048.0
7040,14053.0
7041,14054.0
7042,14055.0
7043,14059.0
7044,14064.0
7045,14070.0
7047,14073.0
7049,14076.0
7050,14079.0
7051,14080.0
7052,14081.0
7055,14082.0
7056,14084.0
7060,14089.0
7061,14094.0
7062,14095.0
7063,14097.0
7067,14098.0
7068,14107.0
7070,14108.0
7071,14113.0
7073,14114.0
7077,14125.0
7078,14126.0
7079,14127.0
7080,14130.0
7081,14133.0
7082,14134.0
7084,14137.0
7085,14139.0
7088,14140.0
7089,14141.0
7091,14142.0
7092,14145.0
7094,14146.0
7095,14147.0
7096,14150.0
7097,14153.0
7098,14154.0
7099,14155.0
7100,14156.0
7101,14157.0
7102,14158.0
7103,14165.0
7105,14168.0
7106,14170.0
7107,14171.0
7108,14174.0
7109,14175.0
7110,14176.0
7111,14177.0
7112,14182.0
7114,14184.0
7115,14185.0
7119,14186.0
7121,14187.0
7122,14191.0
7123,14192.0
7124,14193.0
7125,14194.0
7127,14198.0
7129,14199.0
7130,14201.0
7131,14202.0
7134,14203.0
7135,14209.0
7136,14213.0
7139,14225.0
7141,14234.0
7142,14235.0
7143,14236.0
7145,14238.0
7146,14240.0
7147,14243.0
7148,14244.0
7149,14252.0
7151,14253.0
7152,14256.0
7158,14257.0
7159,14262.0
7161,14269.0
7162,14278.0
7167,14281.0
7168,14282.0
7169,14283.0
7170,14293.0
7171,14294.0
7172,14298.0
7173,14299.0
7174,14300.0
7175,14309.0
7177,14314.0
7178,14315.0
7179,14323.0
7180,14325.0
7181,14326.0
7183,14327.0
7184,14328.0
7186,14330.0
7189,14335.0
7190,14337.0
7192,14338.0
7193,14341.0
7194,14345.0
7201,14350.0
7205,14353.0
7206,14354.0
7211,14356.0
7212,14363.0
7214,14366.0
7216,14367.0
7219,14368.0
7220,14371.0
7221,14377.0
7222,14385.0
7223,14387.0
7225,14393.0
7226,14401.0
7227,14406.0
7228,14410.0
7229,14411.0
7230,14413.0
7232,14415.0
7235,14416.0
7240,14417.0
7241,14422.0
7242,14425.0
7243,14426.0
7244,14428.0
7245,14429.0
7250,14440.0
7252,14441.0
7253,14443.0
7254,14448.0
7256,14449.0
7257,14454.0
7258,14459.0
7259,14464.0
7260,14468.0
7261,14469.0
7262,14470.0
7263,14472.0
7264,14473.0
7265,14475.0
7266,14480.0
7267,14482.0
7270,14485.0
7271,14487.0
7272,14489.0
7274,14492.0
7275,14495.0
7281,14500.0
7284,14510.0
7288,14511.0
7290,14513.0
7292,14514.0
7298,14518.0
7299,14520.0
7300,14524.0
7302,14526.0
7304,14527.0
7307,14530.0
7308,14532.0
7309,14540.0
7310,14541.0
7311,14542.0
7314,14557.0
7317,14562.0
7319,14563.0
7320,14564.0
7321,14567.0
7323,14570.0
7324,14571.0
7325,14574.0
7326,14580.0
7327,14583.0
7329,14584.0
7330,14585.0
7331,14586.0
7332,14590.0
7334,14591.0
7335,14600.0
7338,14603.0
7339,14608.0
7340,14610.0
7342,14611.0
7343,14614.0
7344,14617.0
7345,14626.0
7346,14627.0
7349,14629.0
7351,14631.0
7352,14634.0
7353,14636.0
7354,14642.0
7357,14650.0
7360,14655.0
7361,14660.0
7364,14661.0
7365,14662.0
7366,14663.0
7369,14666.0
7371,14668.0
7372,14670.0
7376,14673.0
7377,14675.0
7379,14676.0
7381,14678.0
7382,14681.0
7383,14682.0
7386,14686.0
7387,14687.0
7388,14688.0
7390,14691.0
7392,14692.0
7393,14693.0
7395,14694.0
7396,14695.0
7399,14697.0
7401,14705.0
7402,14707.0
7404,14711.0
7405,14712.0
7408,14717.0
7409,14724.0
7411,14725.0
7413,14726.0
7415,14732.0
7417,14736.0
7418,14737.0
7419,14740.0
7422,14748.0
7426,14750.0
7427,14751.0
7429,14756.0
7430,14759.0
7431,14761.0
7432,14765.0
7434,14783.0
7435,14788.0
7436,14791.0
7439,14794.0
7441,14797.0
7442,14798.0
7443,14803.0
7444,14810.0
7446,14811.0
7449,14813.0
7450,14817.0
7452,14818.0
7453,14820.0
7454,14821.0
7455,14822.0
7456,14823.0
7458,14825.0
7460,14829.0
7461,14831.0
7463,14835.0
7464,14838.0
7465,14843.0
7466,14845.0
7467,14848.0
7468,14849.0
7472,14851.0
7474,14858.0
7477,14863.0
7479,14864.0
7480,14865.0
7481,14868.0
7483,14870.0
7487,14871.0
7488,14872.0
7490,14877.0
7491,14879.0
7492,14881.0
7493,14884.0
7494,14893.0
7495,14895.0
7498,14901.0
7499,14904.0
7500,14908.0
7501,14911.0
7503,14917.0
7504,14920.0
7505,14921.0
7506,14922.0
7509,14925.0
7510,14926.0
7511,14930.0
7512,14933.0
7514,14935.0
7516,14942.0
7517,14945.0
7521,14947.0
7522,14948.0
7525,14953.0
7527,14957.0
7528,14958.0
7529,14961.0
7530,14963.0
7534,14965.0
7535,14969.0
7537,14977.0
7538,14978.0
7539,14982.0
7541,14984.0
7542,14987.0
7543,14989.0
7544,14990.0
7546,14992.0
7547,14995.0
7549,14998.0
7550,15001.0
7551,15010.0
7554,15016.0
7555,15017.0
7557,15022.0
7558,15023.0
7559,15024.0
7560,15027.0
7561,15029.0
7562,15035.0
7563,15038.0
7565,15040.0
7566,15042.0
7568,15046.0
7572,15049.0
7576,15050.0
7578,15051.0
7579,15056.0
7580,15057.0
7581,15060.0
7582,15063.0
7583,15064.0
7584,15066.0
7585,15067.0
7586,15071.0
7587,15072.0
7588,15074.0
7589,15077.0
7590,15080.0
7591,15083.0
7592,15085.0
7594,15086.0
7596,15088.0
7597,15094.0
7599,15097.0
7602,15098.0
7603,15100.0
7605,15101.0
7606,15104.0
7607,15105.0
7608,15111.0
7609,15113.0
7610,15116.0
7613,15119.0
7615,15121.0
7616,15123.0
7617,15124.0
7619,15133.0
7620,15137.0
7621,15143.0
7623,15145.0
7624,15147.0
7625,15156.0
7626,15157.0
7627,15159.0
7628,15168.0
7629,15173.0
7630,15177.0
7631,15179.0
7632,15181.0
7633,15184.0
7634,15185.0
7635,15186.0
7636,15188.0
7639,15191.0
7642,15197.0
7643,15201.0
7644,15204.0
7646,15206.0
7647,15207.0
7649,15208.0
7650,15214.0
7651,15215.0
7653,15216.0
7657,15218.0
7658,15221.0
7659,15222.0
7662,15223.0
7663,15224.0
7664,15225.0
7667,15228.0
7668,15229.0
7669,15231.0
7675,15233.0
7676,15234.0
7677,15240.0
7680,15242.0
7681,15244.0
7682,15251.0
7683,15252.0
7684,15255.0
7685,15259.0
7687,15261.0
7688,15262.0
7689,15266.0
7693,15269.0
7694,15270.0
7696,15272.0
7698,15274.0
7700,15276.0
7701,15285.0
7703,15287.0
7705,15288.0
7706,15290.0
7707,15292.0
7709,15293.0
7712,15295.0
7713,15296.0
7716,15308.0
7717,15309.0
7719,15312.0
7720,15322.0
7723,15331.0
7727,15333.0
7728,15338.0
7730,15339.0
7731,15348.0
7734,15349.0
7738,15353.0
7739,15358.0
7740,15359.0
7742,15361.0
7747,15371.0
7750,15379.0
7751,15381.0
7752,15382.0
7753,15384.0
7754,15387.0
7755,15391.0
7756,15396.0
7757,15400.0
7758,15411.0
7759,15413.0
7760,15416.0
7762,15421.0
7763,15427.0
7764,15430.0
7765,15431.0
7766,15433.0
7767,15442.0
7768,15443.0
7769,15444.0
7770,15445.0
7771,15447.0
7772,15448.0
7773,15453.0
7774,15456.0
7775,15458.0
7777,15459.0
7778,15460.0
7780,15462.0
7782,15465.0
7783,15466.0
7784,15468.0
7785,15470.0
7786,15476.0
7787,15477.0
7788,15482.0
7789,15484.0
7790,15485.0
7793,15487.0
7795,15489.0
7796,15494.0
7797,15496.0
7798,15498.0
7799,15499.0
7800,15500.0
7801,15501.0
7802,15503.0
7803,15505.0
7804,15506.0
7805,15509.0
7806,15510.0
7807,15511.0
7809,15512.0
7810,15513.0
7811,15514.0
7812,15516.0
7814,15519.0
7816,15521.0
7817,15522.0
7819,15527.0
7820,15528.0
7821,15532.0
7822,15534.0
7823,15537.0
7824,15541.0
7825,15549.0
7826,15550.0
7827,15553.0
7828,15565.0
7830,15566.0
7832,15568.0
7833,15569.0
7835,15582.0
7836,15585.0
7837,15588.0
7839,15589.0
7841,15591.0
7843,15594.0
7844,15595.0
7847,15596.0
7848,15597.0
7851,15600.0
7852,15603.0
7853,15606.0
7854,15607.0
7855,15608.0
7856,15613.0
7857,15615.0
7858,15617.0
7860,15621.0
7863,15627.0
7864,15635.0
7865,15636.0
7866,15640.0
7867,15645.0
7870,15654.0
7871,15656.0
7872,15657.0
7873,15658.0
7874,15663.0
7875,15665.0
7878,15666.0
7879,15676.0
7881,15680.0
7882,15681.0
7883,15686.0
7884,15689.0
7885,15697.0
7886,15700.0
7887,15701.0
7888,15703.0
7890,15704.0
7891,15706.0
7892,15710.0
7894,15711.0
7895,15712.0
7896,15714.0
7897,15717.0
7900,15721.0
7903,15722.0
7905,15727.0
7906,15730.0
7907,15734.0
7909,15737.0
7910,15741.0
7912,15744.0
7914,15746.0
7916,15749.0
7917,15750.0
7918,15751.0
7920,15753.0
7921,15755.0
7922,15761.0
7923,15762.0
7924,15764.0
7927,15771.0
7929,15775.0
7930,15777.0
7931,15779.0
7934,15784.0
7935,15785.0
7938,15789.0
7940,15794.0
7941,15795.0
7942,15797.0
7945,15800.0
7947,15807.0
7949,15808.0
7951,15811.0
7952,15818.0
7955,15820.0
7956,15822.0
7959,15825.0
7963,15832.0
7964,15835.0
7965,15848.0
7968,15855.0
7969,15857.0
7970,15859.0
7971,15860.0
7974,15865.0
7975,15869.0
7977,15871.0
7978,15874.0
7979,15877.0
7980,15878.0
7982,15879.0
7984,15881.0
7985,15887.0
7987,15888.0
7988,15893.0
7989,15894.0
7991,15896.0
7993,15897.0
7994,15902.0
7997,15904.0
7998,15905.0
8000,15906.0
8001,15914.0
8002,15915.0
8004,15918.0
8007,15923.0
8008,15925.0
8009,15928.0
8011,15929.0
8013,15930.0
8015,15933.0
8018,15935.0
8020,15936.0
8021,15937.0
8022,15938.0
8023,15943.0
8026,15944.0
8028,15947.0
8032,15948.0
8033,15949.0
8034,15952.0
8036,15955.0
8037,15962.0
8039,15964.0
8040,15970.0
8041,15976.0
8042,15977.0
8045,15980.0
8046,15984.0
8047,15985.0
8049,15986.0
8050,15987.0
8051,15990.0
8052,15992.0
8053,15993.0
8054,15997.0
8057,16001.0
8058,16004.0
8059,16005.0
8060,16006.0
8064,16008.0
8067,16010.0
8068,16017.0
8069,16018.0
8070,16025.0
8075,16028.0
8076,16031.0
8077,16032.0
8078,16033.0
8079,16038.0
8080,16039.0
8084,16041.0
8085,16043.0
8087,16045.0
8088,16048.0
8089,16051.0
8090,16054.0
8094,16055.0
8095,16058.0
8096,16060.0
8097,16062.0
